"Country or Area";"SNA93 Table Code";"Sub Group";"Item";"SNA93 Item Code";"Year";"Series";"Currency";"SNA System";"Fiscal Year Type";"Value";"Value Footnotes"
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1998";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"73902000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1998";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"73909000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1998";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"73909000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1997";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"69917000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1997";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"69915000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1997";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"69914000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1997";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"69914000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1996";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"66838000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1996";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"66842000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1996";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"66843000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1996";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"66843000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1995";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"63410000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1995";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"63417000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1995";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"63416000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1995";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"63416000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1994";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"59194000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1994";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"59193000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1994";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"59194000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1994";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"59194000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1993";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"55110000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1993";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"55110000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1993";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"55110000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1993";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"55110000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1992";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"50028000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1992";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"50028000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1992";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"50598000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1992";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"50598000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1991";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"48262000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1991";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"48262000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1991";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"48796000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1991";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"48796000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1990";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"48621000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1990";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"48621000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1990";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"49146000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1990";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"49146000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1989";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"47318000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1989";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"47318000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1989";"200";"Australian dollar     ";"1993";"Fiscal year beginning 1 July";"47897000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1989";"100";"Australian dollar                       ";"1993";"Fiscal year beginning 1 July";"47897000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1988";"1000";"Australian dollar";"2008";"Fiscal year beginning 1 July";"44116000000";""
"Australia";"4.1";"II.1.1 Generation of income account - Uses";"Taxes on production and imports";"D.2";"1988";"300";"Australian dollar";"1993";"Fiscal year beginning 1 July";"44116000000";""
