alpha2;year;p2;ahweal992j;ahwnfa992j;ahwhou992j;ahwbus992j;ahwfin992j;ahwfix992j;ahwcud992j;ahwbol992j;ahwequ992j;ahwpen992j;ahwdeb992j;ahwfie992j
"FR";1970;"p0p10";2812.162;1.1446404;.39170729;.75293312;2811.083;2804.9779;2801.3383;3.6396674;2.3127631;3.792327;.06561427;9.744758
"FR";1971;"p0p10";2950.759;1.0394404;.37727067;.66216972;2949.7839;2944.5721;2940.9307;3.6414238;1.8962246;3.3155508;.06469956;8.853199
"FR";1972;"p0p10";3108.372;.94604945;.35851135;.5875381;3107.4923;3102.8928;3099.2367;3.6560647;1.8631276;2.7364375;.06624023;8.255629
"FR";1973;"p0p10";3216.164;.8463572;.34240812;.50394908;3215.3841;3211.3215;3207.7507;3.5708046;2.0061399;2.0564414;.06664536;7.633386
"FR";1974;"p0p10";3192.541;.73996933;.3309594;.40900992;3191.8613;3189.0139;3185.6143;3.3995346;1.5805122;1.2669601;.0607964;6.247007
"FR";1975;"p0p10";3155.525;.61406567;.30111983;.31294584;3154.9632;3153.2615;3150.0696;3.1918607;1.2539841;.44775091;.05271013;4.893596
"FR";1976;"p0p10";3372.993;.65988838;.26538006;.39450832;3372.3807;3368.9241;3364.7309;4.1932147;1.5699254;1.8866255;.04729291;7.649766
"FR";1977;"p0p10";3612.515;.70465672;.22758984;.47706688;3611.8516;3606.4966;3601.1649;5.331778;1.6788108;3.6761129;.04154564;10.6867
"FR";1978;"p0p10";3784.648;.75680101;.19040383;.56639718;3783.9228;3776.3164;3769.448;6.8683871;1.9623407;5.6441214;.03113184;14.47485
"FR";1979;"p0p10";3934.807;.80063812;.14342333;.6572148;3934.0287;3924.3013;3915.6388;8.6625337;2.301973;7.4253585;.0219104;18.38987
"FR";1980;"p0p10";3887.068;.87718965;.13166199;.74552766;3886.2117;3877.9315;3868.9552;8.976337;2.1876987;6.0925163;.02095632;17.25655
"FR";1981;"p0p10";3874.474;.92990111;.11702684;.81287427;3873.5628;3866.9128;3858.2962;8.6166042;1.9330571;4.7169088;.01858053;15.26657
"FR";1982;"p0p10";3945.035;.96361162;.09848872;.86512289;3944.0874;3939.0547;3930.9072;8.1475209;1.7727153;3.2599801;.01612446;13.18022
"FR";1983;"p0p10";4016.148;1.0099401;.08014029;.92979985;4015.1519;4011.1156;4003.3459;7.7696962;2.2427425;1.7935794;.0137403;11.80602
"FR";1984;"p0p10";4048.522;1.0423842;.06190076;.98048345;4047.4911;4044.2924;4036.7738;7.5186568;3.0187114;.17993834;.01129522;10.71731
"FR";1985;"p0p10";4071.261;2.1214085;.04768161;2.0737269;4069.1491;4061.377;4049.8352;11.541792;5.5057657;2.2663404;.00929593;19.3139
"FR";1986;"p0p10";4066.439;3.0576767;.03317328;3.0245035;4063.3882;4048.3087;4033.2004;15.108292;10.211729;4.867784;.00659539;30.18781
"FR";1987;"p0p10";4146.579;3.9624679;.01892842;3.9435395;4142.6198;4120.3486;4101.119;19.229686;13.967403;8.3037874;.0038959;41.50088
"FR";1988;"p0p10";4200.573;4.7461424;.00377575;4.7423667;4195.8275;4164.7807;4141.3324;23.448238;18.32117;12.725638;.0008124;54.49504
"FR";1989;"p0p10";3879.621;2.6468779;.00836111;2.6385168;3876.9764;3855.9125;3842.611;13.301474;13.484465;7.5794358;.00185195;34.36537
"FR";1990;"p0p10";3499.744;.66850349;.01337385;.65512964;3499.0789;3496.022;3492.8891;3.1329243;3.0568972;0;.00302271;6.189822
"FR";1991;"p0p10";3025.118;0;0;0;3025.1183;3024.3484;3023.2727;1.0756726;.76994602;0;0;1.845619
"FR";1992;"p0p10";2996.367;3.1797951;2.5475813;.63221377;2993.8147;2993.0151;2992.4074;.60764924;.79964546;0;.62705854;1.407295
"FR";1993;"p0p10";2856.512;49.283042;49.028766;.25427587;2856.2679;2854.3504;2854.3496;.00084296;1.9174488;0;49.039163;1.918292
"FR";1994;"p0p10";2682.378;15.663031;15.631695;.03133679;2681.6699;2680.69;2678.9615;1.7285176;.97987607;0;14.954673;2.708394
"FR";1995;"p0p10";2728.989;21.211759;21.108167;.10359271;2728.8663;2728.7129;2728.4736;.2393006;.15338844;0;21.089318;.392689
"FR";1996;"p0p10";2721.163;4.4107921;4.0421688;.36862327;2720.7824;2720.781;2720.6873;.09366643;.00136568;0;4.0298278;.0950321
"FR";1997;"p0p10";2735.616;87.382489;86.754227;.62826198;2730.1339;2730.1339;2730.0463;.08762369;.00003327;0;81.90049;.087657
"FR";1998;"p0p10";2876.145;110.6913;110.54303;.14826595;2871.0725;2871.0719;2870.9944;.07750298;.00065528;0;105.61892;.0781583
"FR";1999;"p0p10";3012.775;.7625118;.48910567;.27340614;3012.1549;3012.133;3012.0771;.05596045;.02186978;0;.14269383;.0778302
"FR";2000;"p0p10";2879.832;.73571479;.63562893;.10008585;2879.2736;2879.227;2879.1898;.03713013;.04667898;0;.17772785;.0838091
"FR";2001;"p0p10";2963.361;2.2277988;2.038449;.18934985;2962.5942;2962.505;2962.3948;.11021463;.08922909;0;1.4613232;.1994437
"FR";2002;"p0p10";3010.812;59.624668;59.190839;.43382871;3008.8374;3008.1056;3007.3772;.72835551;.73187042;0;57.650415;1.460226
"FR";2003;"p0p10";3030.312;62.803839;62.585592;.2182465;3029.8568;3029.0094;3028.6158;.3935593;.84735132;0;62.348255;1.240911
"FR";2004;"p0p10";3137.963;65.711366;65.381463;.32990266;3137.5442;3134.1509;3133.062;1.0889071;1.551446;1.8418096;65.292581;4.482162
"FR";2005;"p0p10";3387.51;.6910788;.34808109;.3429977;3386.8887;3386.5284;3386.4287;.09966741;.36035099;0;.06945217;.4600184
"FR";2006;"p0p10";3383.224;.74716949;.31765828;.42951121;3382.5385;3382.4331;3382.2312;.20183599;.10546485;0;.06148866;.3073009
"FR";2007;"p0p10";3222.708;1.1546777;.62922988;.52544783;3221.6748;3221.5806;3221.4403;.14026526;.09422005;0;.12175883;.2344853
"FR";2008;"p0p10";2893.894;1.0983874;.68197925;.41640814;2892.9337;2892.7247;2892.2722;.4524838;.2090673;0;.13829883;.6615511
"FR";2009;"p0p10";2493.334;1.062109;.33848053;.72362843;2492.3462;2492.3236;2492.3065;.01705804;.02262708;0;.0738063;.0396851
"FR";2010;"p0p10";1860.999;.36873804;.14778498;.22095306;1860.6629;1857.6026;1857.5843;.01833309;.01630791;3.0439811;.03269481;3.078622
"FR";2011;"p0p10";1983.385;.57296946;.21481806;.3581514;1982.858;1974.1886;1974.1725;.01606385;.01935587;8.6501226;.04624867;8.685543
"FR";2012;"p0p10";2058.019;.71612108;.04475931;.67136177;2057.3126;2049.5124;2049.4902;.02216114;.01698071;7.7832638;.00938803;7.822405
"FR";2013;"p0p10";2096.873;.67873294;.04406458;.63466836;2096.2037;2088.2582;2088.2371;.02108008;.01832803;7.9271628;.00915079;7.966571
"FR";2014;"p0p10";2109.711;.64786741;.0433;.60456741;2109.0727;2100.933;2100.9114;.02159821;.01895832;8.120766;.0091764;8.161323
"FR";1970;"p10p20";4724.701;7.0284708;3.2583575;3.7701133;4718.2183;4645.486;4637.6605;7.8254925;4.9725725;67.759798;.54580232;80.55786
"FR";1971;"p10p20";5031.964;7.3858924;3.0982872;4.2876052;5025.1097;4914.4928;4902.2913;12.201558;6.3538041;104.26305;.53133683;122.8184
"FR";1972;"p10p20";5380.416;7.8350152;2.8979725;4.9370427;5373.1157;5220.3222;5203.3335;16.988692;8.6574235;144.13608;.53544294;169.7822
"FR";1973;"p10p20";5653.689;8.2800648;2.712846;5.5672188;5645.9372;5447.6147;5426.0124;21.602316;12.136556;186.18594;.52802075;219.9248
"FR";1974;"p10p20";5701.389;8.6478119;2.5542554;6.0935566;5693.2099;5456.7133;5430.9667;25.746614;11.97012;224.52646;.46921022;262.2432
"FR";1975;"p10p20";5723.048;8.8225309;2.2422621;6.5802687;5714.6184;5444.1106;5414.6349;29.475659;11.580082;258.92767;.39250135;299.9834
"FR";1976;"p10p20";6098.844;7.7820016;2.1003784;5.6816231;6091.4362;5848.2072;5820.238;27.96915;10.471556;232.75745;.37430469;271.1982
"FR";1977;"p10p20";6532.654;6.7558766;1.9586429;4.7972337;6526.2558;6294.142;6266.9584;27.183628;8.5592777;223.55452;.35754267;259.2974
"FR";1978;"p10p20";6841.95;5.8090805;1.852679;3.9564016;6836.4438;6625.6042;6597.8798;27.724427;7.9210405;202.91854;.30292095;238.564
"FR";1979;"p10p20";7100.135;4.7930276;1.7037141;3.0893135;7095.6019;6920.2286;6891.8934;28.335204;7.5297685;167.84359;.26027182;203.7086
"FR";1980;"p10p20";7027.813;5.255872;1.7862997;3.4695723;7022.8884;6832.1539;6798.2043;33.949604;8.274144;182.46036;.33136944;224.6841
"FR";1981;"p10p20";7016.902;5.6029503;1.8485959;3.7543544;7011.689;6805.0973;6767.8959;37.201425;8.3458025;198.24593;.3901911;243.7932
"FR";1982;"p10p20";7151.028;5.8308735;1.8589901;3.9718834;7145.6508;6923.1219;6883.3731;39.748733;8.6484208;213.88047;.45398878;262.2776
"FR";1983;"p10p20";7295.124;6.1239326;1.8756174;4.2483152;7289.5306;7040.4956;6998.0131;42.482419;12.262658;236.77239;.53119692;291.5175
"FR";1984;"p10p20";7385.728;6.3589083;1.8967483;4.46216;7379.9965;7089.8048;7044.0405;45.764346;18.374207;271.81746;.62782825;335.956
"FR";1985;"p10p20";7373.003;11.049493;4.6309145;6.418579;7364.4672;7080.6979;7032.984;47.71388;27.903933;255.86538;2.5139242;331.4832
"FR";1986;"p10p20";7309.818;15.552742;7.4385179;8.1142236;7298.7352;7019.0851;6970.5112;48.573878;45.245497;234.40465;4.4698842;328.224
"FR";1987;"p10p20";7384.311;20.488116;10.676397;9.8117194;7370.6236;7105.4184;7053.8681;51.55023;55.789989;209.4152;6.8013797;316.7554
"FR";1988;"p10p20";7398.158;25.528528;14.26735;11.261178;7382.3695;7143.4683;7088.8005;54.667717;67.361837;171.53938;9.7395582;293.5689
"FR";1989;"p10p20";7248.901;43.664156;36.270397;7.393759;7232.6984;6970.8902;6932.3227;38.567452;63.536476;198.27173;27.461781;300.3756
"FR";1990;"p10p20";6983.164;63.918683;60.104382;3.8143002;6966.7329;6702.5616;6680.291;22.270628;39.781052;224.39024;47.488264;286.4419
"FR";1991;"p10p20";6573.851;754.92518;753.19403;1.7311499;6515.612;6398.8295;6377.6501;21.179433;12.321494;104.46102;696.68673;137.9619
"FR";1992;"p10p20";6142.957;126.93064;122.66686;4.2637809;6138.7106;6006.0577;5994.5246;11.533159;22.001013;110.65188;122.68493;144.1861
"FR";1993;"p10p20";6011.812;415.11159;414.01736;1.0942389;5978.5734;5824.6073;5819.2809;5.3263153;10.232654;143.73352;381.87326;159.2925
"FR";1994;"p10p20";5667.065;295.62601;289.41287;6.2131414;5646.9897;5522.8534;5509.9016;12.951801;13.418044;110.71827;275.55018;137.0881
