alpha2;year;p2;nhweal992j;thweal992j;ahweal992j;ohweal992j;bhweal992j;shweal992j
"FR";2005;"p30";484158.9;19784.81;20285.14;254371;12.85689;.9860694
"FR";2006;"p30";487932.6;19929.31;20647.61;277882.5;13.94341;.9872755
"FR";2007;"p30";491441.2;19379.06;20060.41;291787.4;15.05684;.9882671
"FR";2008;"p30";495143.5;19087.7;20444.71;281344.9;14.73959;.9885361
"FR";2009;"p30";498624.6;17854.51;19174;271130.2;15.18553;.9891659
"FR";2010;"p30";501038.6;14693.7;15553.46;281004.6;19.12415;.9913977
"FR";2011;"p30";505672.5;16329.41;17489.98;286900.7;17.56957;.99098
"FR";2012;"p30";508471.8;17165.6;18711.47;285852.3;16.65262;.9906099
"FR";2013;"p30";513180;17089.31;18073.79;284594.5;16.65336;.9903982
"FR";2014;"p30";517215.1;16973.24;17860.01;282662.1;16.6534;.9902751
"FR";1807;"p31";177898.8;1044.731;1078.432;27122.82;25.96153;.9914624
"FR";1817;"p31";186763.6;1179.535;1219.976;30727.05;26.05013;.9925001
"FR";1827;"p31";199030.1;1176.376;1216.48;30700.68;26.09767;.9920495
"FR";1837;"p31";212004.9;1156.943;1195.084;32581.86;28.16203;.9918475
"FR";1847;"p31";225265.2;1235.768;1268.722;35435.5;28.67489;.9936853
"FR";1857;"p31";236815.8;1297.506;1337.429;39161.87;30.18242;.9929019
"FR";1867;"p31";239646.3;1384.137;1422.855;43356.23;31.32364;.9927743
"FR";1877;"p31";243667.4;1394.322;1436.151;44193.81;31.69556;.9930752
"FR";1887;"p31";252162.4;1587.225;1636.213;51698.86;32.57185;.993167
"FR";1902;"p31";261488.9;2069.241;2069.241;62457.73;30.18388;.9936877
"FR";1903;"p31";262333.8;1911.866;1935.586;62683.93;32.78678;.9937437
"FR";1904;"p31";263257.1;1698.948;1722.35;62741.6;36.92967;.9942026
"FR";1905;"p31";264131.6;1615.32;1639.145;62915.75;38.94941;.9942847
"FR";1907;"p31";265560.6;1552.356;1579.994;63529.88;40.92482;.9943
"FR";1909;"p31";266888.5;1729.027;1751.251;64192.45;37.12634;.9937871
"FR";1910;"p31";267596.1;1591.553;1612.661;64643.63;40.61671;.9940698
"FR";1911;"p31";268375.7;1619.366;1648.136;65067.63;40.18093;.9940812
"FR";1912;"p31";269113.8;1535.903;1560.81;65346.74;42.54613;.9943535
"FR";1913;"p31";270078.1;1399.085;1435.796;65842.96;47.06144;.9945764
"FR";1914;"p31";271323.7;1309.348;1346.059;61698;47.12116;.9945748
"FR";1915;"p31";270224.8;1343.619;1374.546;59176.97;44.04297;.994214
"FR";1916;"p31";268058.5;1230.341;1257.955;55902.42;45.43652;.9943935
"FR";1917;"p31";267257.4;1108.951;1137.123;51902.09;46.80289;.9945533
"FR";1918;"p31";267420.9;1001.135;1024.83;47444.26;47.39049;.9946152
"FR";1919;"p31";265746.9;938.3414;960.4572;44294.34;47.20493;.9945957
"FR";1920;"p31";271940.1;888.2078;909.4087;40779.33;45.91192;.9944454
"FR";1921;"p31";274463;835.5818;856.8349;37616.01;45.01775;.9943286
"FR";1922;"p31";276326.8;798.5278;818.1102;35534.18;44.49961;.9942711
"FR";1923;"p31";278830.1;763.1874;780.9359;33716.6;44.17867;.9942296
"FR";1924;"p31";282232;719.2275;736.5913;32154.72;44.70731;.9942974
"FR";1925;"p31";285562;1420.547;1457.559;30818.03;21.69448;.991662
"FR";1926;"p31";287377.6;1860.593;1904.431;31849.84;17.11811;.9907624
"FR";1927;"p31";289488.3;1862.82;1893.082;34600.1;18.57405;.9910231
"FR";1929;"p31";292888.7;1964.433;1971.595;41868;21.31302;.9909
"FR";1930;"p31";294542;1700.138;1700.755;41062.23;24.1523;.9915566
"FR";1931;"p31";297448.8;1680.772;1682.021;38736.44;23.04682;.991422
"FR";1932;"p31";297663.2;1735.534;1737.536;39933.97;23.00962;.9912215
"FR";1933;"p31";298393.8;1869.73;1871.119;40229.87;21.5164;.9904435
"FR";1935;"p31";299495.3;2064.297;2065.876;40965;19.84453;.9892777
"FR";1936;"p31";297436.6;2049.499;2051.015;41746.15;20.36895;.9892353
"FR";1937;"p31";295365.4;1947.907;1949.722;42657.21;21.89899;.9892372
"FR";1938;"p31";293685.6;2401.828;2469.597;43846.27;18.25538;.9899135
"FR";1939;"p31";279905.5;2384.749;2452.899;46778.78;19.61581;.9906343
"FR";1940;"p31";279382.4;2701.571;2759.885;31642.07;11.71247;.9861095
"FR";1941;"p31";260810.6;1833.215;1878.211;34219.92;18.66661;.990296
"FR";1942;"p31";263296.5;1425.492;1452.685;32265.17;22.63441;.9906332
"FR";1943;"p31";262914.9;1383.467;1424.579;30781.66;22.24965;.9913823
"FR";1944;"p31";260955.5;1285.96;1322.957;26576.47;20.66664;.9909412
"FR";1945;"p31";262159.1;1484.853;1520.69;23322.37;15.70685;.9896715
"FR";1946;"p31";291547.4;1041.025;1066.268;20859.83;20.03778;.9908079
"FR";1947;"p31";293642.4;1164.186;1191.737;21227.72;18.23396;.9898975
"FR";1948;"p31";296139.9;1177.06;1205.251;21517.14;18.28041;.9899266
"FR";1949;"p31";298357;1312.911;1377.48;21880.89;16.66594;.9888633
"FR";1950;"p31";299844.5;1389.992;1429.706;23969.19;17.24411;.9892744
"FR";1951;"p31";302141;1631.572;1664.869;26138.66;16.02054;.9884215
"FR";1952;"p31";303815.2;1692.06;1736.201;28200.08;16.66612;.9889619
"FR";1953;"p31";305733.5;1731.458;1775.478;30001.44;17.32726;.9893338
"FR";1954;"p31";306944.2;2028.636;2087.014;31770.73;15.66113;.9883207
"FR";1955;"p31";308800.7;2560.953;2575.26;34509.56;13.47528;.9852306
"FR";1956;"p31";310734.9;2655.672;2710.147;37807.68;14.23658;.9871373
"FR";1957;"p31";312716.3;2863.275;2926.904;40798.2;14.24879;.9871305
"FR";1958;"p31";315036.2;3255.703;3323.53;44012.27;13.51852;.9864683
"FR";1959;"p31";317126.4;3413.764;3498.842;47286.89;13.85184;.9867365
"FR";1960;"p31";319069.1;3811.829;3905.053;50359.66;13.21142;.9861368
"FR";1962;"p31";321886;4314.997;4420.241;58254.1;13.50038;.9864029
"FR";1964;"p31";330595.2;4889.616;5011.422;65864.57;13.47029;.9864146
"FR";1965;"p31";332870.9;5893.578;6045.562;70210.33;11.91302;.9846475
"FR";1966;"p31";334544.1;7279.822;7468.376;75008.33;10.30359;.9822919
"FR";1967;"p31";338503.7;8861.937;9084.679;79627.59;8.985348;.9797572
"FR";1968;"p31";342571.3;11511.34;11808.46;84341.43;7.326813;.9752823
"FR";1969;"p31";347080.8;14222.1;14584.04;89120.83;6.266362;.9712333
"FR";1970;"p31";351748.2;8484.436;8740.315;91988.02;10.84197;.9770732
"FR";1971;"p31";356749.5;8923.188;9247.552;93657.36;10.49595;.9759865
"FR";1972;"p31";361012.3;9542.373;9911.218;97288.93;10.19546;.9752336
"FR";1973;"p31";365150.5;10215.88;10591.38;101468.2;9.932402;.9749426
"FR";1974;"p31";369145.2;10762.73;11119.83;103937;9.657125;.9751689
"FR";1975;"p31";372763.8;11326.01;11483.14;104990.5;9.269853;.9751544
"FR";1976;"p31";375910.4;11614.06;12035.45;107103;9.221842;.9742941
"FR";1977;"p31";379517.4;12146.79;12675.06;109957.4;9.052386;.973399
"FR";1978;"p31";383307.4;13047.77;13557.88;117011.9;8.967967;.9738904
"FR";1979;"p31";386705.6;13699.65;14561.88;124059.6;9.05568;.9745244
"FR";1980;"p31";390554.6;14342.58;14665.91;125770;8.768997;.9749244
"FR";1981;"p31";394280;14676.26;14975.48;125377.8;8.542899;.9747475
"FR";1982;"p31";398249.6;14868.02;15229.65;123134.6;8.281844;.9737515
"FR";1983;"p31";402015.3;15282.74;15655.49;123053.7;8.051804;.9731066
"FR";1984;"p31";410833;15521.56;15706.58;122989.9;7.923811;.97271
"FR";1985;"p31";409975.6;16161.65;16606.53;123089;7.616118;.9719711
"FR";1986;"p31";413828;16904.1;17369.89;125601.3;7.430225;.9719233
"FR";1987;"p31";417725.8;17898.9;18427.13;129397.3;7.229345;.9715989
"FR";1988;"p31";421857.2;18965.65;19470.9;132890.1;7.006884;.9713367
"FR";1989;"p31";425680.6;19464.37;20005.8;141079.3;7.24808;.9734368
"FR";1990;"p31";430288.6;19398.78;20126.76;144880.2;7.468524;.9750518
"FR";1991;"p31";438105.1;18621.91;18996.52;143644.4;7.713731;.9765788
"FR";1992;"p31";438821.4;16970.37;17276.16;142367.6;8.389185;.9783069
"FR";1993;"p31";443665.2;17046.87;17569.37;141345.5;8.291584;.9784572
"FR";1994;"p31";446635.4;16163.3;16735.88;141090.1;8.729042;.9790797
"FR";1995;"p31";450456.4;16468.4;17645.39;142296.9;8.640604;.9786073
"FR";1996;"p31";452861.3;16251.26;16699.88;146370.8;9.006736;.9795715
"FR";1997;"p31";453945.2;15813.48;16338.27;151260.8;9.56531;.9806102
"FR";1998;"p31";457424.2;15462.75;15917.08;157770.8;10.20328;.9812338
"FR";1999;"p31";459863;17080.67;17666.74;172854.3;10.11988;.9815503
"FR";2000;"p31";463493.7;17380.39;17605.56;186602.9;10.73641;.9826894
"FR";2001;"p31";467980.5;18044.34;18515.89;191665.2;10.6219;.9826352
"FR";2002;"p31";472400.5;18261.3;18721.39;196319.8;10.75059;.9825083
"FR";2003;"p31";476898.2;18811.87;19661.1;210119.2;11.1695;.9834021
"FR";2004;"p31";480781;20238.86;20955.8;232404.8;11.4831;.9841965
"FR";2005;"p31";484310.9;20770.39;21744.37;257762.4;12.41009;.9849463
"FR";2006;"p31";487863.9;21818.25;22686.57;281611.3;12.90715;.9862272
"FR";2007;"p31";491787.7;21274.64;22851.16;295724.2;13.90031;.9872969
"FR";2008;"p31";495136.4;21868.69;22865.92;285125.7;13.03808;.98751
"FR";2009;"p31";498500.4;20127.86;21324.76;274782.5;13.65185;.9881663
"FR";2010;"p31";501233.5;16477.22;17691.11;284851;17.28757;.9906139
"FR";2011;"p31";505818.5;18665.17;19659.64;290805.1;15.58009;.990117
"FR";2012;"p31";508689.4;19731.11;20670.73;289722.8;14.68355;.9896837
"FR";2013;"p31";513180;19160.07;20425.53;288457.1;15.05512;.9894996
"FR";2014;"p31";517215.1;18840.93;20000.01;286499.8;15.20625;.9893813
"FR";1807;"p32";177898.8;1112.133;1139.094;27505.83;24.73249;.990891
"FR";1817;"p32";186763.6;1246.937;1287.379;31160.98;24.99001;.9919289
"FR";1827;"p32";199030.1;1249.9;1283.319;31134.27;24.90941;.9914797
"FR";1837;"p32";212004.9;1233.225;1271.365;33043.43;26.79433;.9913203
"FR";1847;"p32";225265.2;1301.675;1334.629;35937.95;27.609;.9931697
"FR";1857;"p32";236815.8;1377.352;1417.276;39718.11;28.83656;.9924105
"FR";1867;"p32";239646.3;1466.411;1509.968;43972.89;29.98674;.9923021
"FR";1877;"p32";243667.4;1477.981;1519.811;44822.6;30.32691;.9926074
"FR";1887;"p32";252162.4;1680.303;1734.19;52435.07;31.20572;.9927114
"FR";1902;"p32";261488.9;2074.156;2079.072;63345.79;30.54051;.9932105
"FR";1903;"p32";262333.8;1964.051;1987.771;63577.28;32.37049;.9932989
"FR";1904;"p32";263257.1;1750.432;1773.833;63638.94;36.35614;.993807
"FR";1905;"p32";264131.6;1667.734;1691.559;63816.88;38.26562;.9939092
"FR";1907;"p32";265560.6;1603.026;1630.665;64440.91;40.19954;.9939417
"FR";1909;"p32";266888.5;1773.475;1795.699;65110.7;36.71363;.9933942
"FR";1910;"p32";267596.1;1637.99;1663.32;65570.56;40.0311;.9937104
"FR";1911;"p32";268375.7;1672.797;1697.457;66000.27;39.45504;.9937163
"FR";1912;"p32";269113.8;1585.716;1610.623;66284.77;41.80115;.9940093
"FR";1913;"p32";270078.1;1468.428;1505.138;66790.13;45.48411;.994262
"FR";1914;"p32";271323.7;1374.612;1411.322;62585.53;45.52961;.9942604
"FR";1915;"p32";270224.8;1412.346;1446.71;60027;42.50162;.9938794
"FR";1916;"p32";268058.5;1285.568;1322.387;56706.01;44.10968;.9940692
"FR";1917;"p32";267257.4;1162.733;1190.905;52648.64;45.28005;.9942375
"FR";1918;"p32";267420.9;1050.5;1076.17;48126.89;45.81332;.9943039
"FR";1919;"p32";265746.9;984.1527;1009.428;44931.6;45.65511;.9942833
"FR";1920;"p32";271940.1;931.7255;955.1581;41365.65;44.39682;.994124
"FR";1921;"p32";274463;876.9694;899.3411;38156.59;43.5096;.9940003
"FR";1922;"p32";276326.8;836.6047;858.3629;36044.71;43.08451;.9939394
"FR";1923;"p32";278830.1;799.7285;820.6091;34200.95;42.7657;.9938959
"FR";1924;"p32";282232;754.869;773.1467;32616.76;43.2085;.9939674
"FR";1925;"p32";285562;1495.452;1532.464;31249.8;20.89657;.9909822
"FR";1926;"p32";287377.6;1946.113;1979.89;32290.22;16.59216;.9899038
"FR";1927;"p32";289488.3;1918.637;1936.122;35081.09;18.28438;.9902373
"FR";1929;"p32";292888.7;1977.455;1978.107;42454.71;21.46936;.9902236
"FR";1930;"p32";294542;1701.991;1703.844;41641.07;24.46609;.9909613
"FR";1931;"p32";297448.8;1683.271;1684.521;39281.36;23.33632;.9907982
"FR";1932;"p32";297663.2;1740.205;1743.541;40495.69;23.27065;.9905965
"FR";1933;"p32";298393.8;1871.119;1871.814;40793.97;21.80191;.9897758
"FR";1935;"p32";299495.3;2066.666;2066.666;41537.05;20.09858;.9885546
"FR";1936;"p32";297436.6;2051.773;2051.773;42329.9;20.63089;.9885309
"FR";1937;"p32";295365.4;1952.141;1953.35;43255.85;22.15816;.988582
"FR";1938;"p32";293685.6;2536.3;2603.003;44454.75;17.5274;.9891055
"FR";1939;"p32";279905.5;2521.554;2590.714;47430.63;18.81008;.9898815
"FR";1940;"p32";279382.4;2814.367;2861.188;32066.81;11.39397;.9848629
"FR";1941;"p32";260810.6;1923.207;1966.388;34695.54;18.04046;.9895083
"FR";1942;"p32";263296.5;1478.971;1504.955;32718.3;22.12234;.9899869
"FR";1943;"p32";262914.9;1465.692;1507.534;31213.38;21.29601;.9907174
"FR";1944;"p32";260955.5;1360.154;1397.35;26947.84;19.81235;.9902263
"FR";1945;"p32";262159.1;1554.11;1583.101;23642.98;15.2132;.9887363
"FR";1946;"p32";291547.4;1091.071;1115.258;21150.91;19.38546;.9900739
"FR";1947;"p32";293642.4;1218.936;1245.252;21522.36;17.65668;.9890921
"FR";1948;"p32";296139.9;1232.811;1259.629;21815.84;17.696;.989123
"FR";1949;"p32";298357;1399.003;1442.049;22182.41;15.85587;.9879611
"FR";1950;"p32";299844.5;1469.42;1489.277;24300.65;16.53757;.9884192
"FR";1951;"p32";302141;1698.167;1731.464;26498.56;15.60422;.9875091
"FR";1952;"p32";303815.2;1780.342;1839.196;28589.25;16.0583;.9880794
"FR";1953;"p32";305733.5;1834.172;1863.519;30416.52;16.58325;.9884853
"FR";1954;"p32";306944.2;2130.798;2189.176;32207.26;15.11512;.9873797
"FR";1955;"p32";308800.7;2589.567;2603.874;34979.19;13.50774;.9841651
"FR";1956;"p32";310734.9;2778.242;2846.336;38323.82;13.79427;.9861118
"FR";1957;"p32";312716.3;3003.258;3066.886;41355.13;13.77009;.986104
"FR";1958;"p32";315036.2;3402.661;3481.793;44610.63;13.11051;.9853887
"FR";1959;"p32";317126.4;3583.92;3668.998;47930.84;13.37386;.9856784
"FR";1960;"p32";319069.1;3998.277;4091.501;51042.82;12.7662;.9850286
"FR";1962;"p32";321886;4515.918;4611.594;59045.77;13.07503;.9853181
"FR";1964;"p32";330595.2;5133.227;5246.333;66759.47;13.00536;.9853269
"FR";1965;"p32";332870.9;6189.101;6341.084;71153.93;11.49665;.9834186
"FR";1966;"p32";334544.1;7648.732;7829.088;76001.57;9.936493;.9808745
"FR";1967;"p32";338503.7;9307.42;9522.207;80664.99;8.666739;.9781372
"FR";1968;"p32";342571.3;12090.34;12372.21;85408.09;7.064163;.9733034
"FR";1969;"p32";347080.8;14924.69;15286.63;90216.96;6.044813;.9689298
"FR";1970;"p32";351713.8;8935.592;9238.607;93212.33;10.43158;.9757277
"FR";1971;"p32";356749.5;9597.356;9966.24;94898.68;9.888003;.9745899
"FR";1972;"p32";361012.3;10309.81;10744.09;98573.89;9.561175;.9737937
"FR";1973;"p32";365150.5;11000.01;11436.26;102804.6;9.345862;.9734678
"FR";1974;"p32";369145.2;11491.81;11883.64;105301.9;9.163213;.9736569
"FR";1975;"p32";372851.1;11819.21;12107.27;106365.4;8.999367;.973609
"FR";1976;"p32";375910.4;12476.54;12937.33;108501;8.696402;.9727073
"FR";1977;"p32";379517.4;13235.91;13829.32;111388;8.415593;.9717729
"FR";1978;"p32";383307.4;14091.19;14641.06;118533.3;8.411875;.9722551
"FR";1979;"p32";386829.6;15093.65;15433.13;125669.6;8.325995;.9728668
"FR";1980;"p32";390554.6;14975.78;15280.25;127403.9;8.507333;.9732768
"FR";1981;"p32";394280;15257.81;15528.07;127001.4;8.323697;.9730601
"FR";1982;"p32";398249.6;15584.83;15935.71;124721.4;8.002745;.9720061
"FR";1983;"p32";402015.3;16028.24;16399.03;124633;7.775839;.9713125
"FR";1984;"p32";410816.4;16142.57;16433.84;124567.6;7.716711;.9709097
"FR";1985;"p32";409975.6;17063.57;17539.73;124654.9;7.305325;.9700706
"FR";1986;"p32";413828;17845.6;18339.48;127192.9;7.127409;.9699754
"FR";1987;"p32";417725.8;18968.26;19535.14;131029.2;6.907815;.9695936
"FR";1988;"p32";421588.3;19920.01;20827.6;134558.9;6.75496;.9692731
"FR";1989;"p32";425680.6;20550.25;21115.81;142859.8;6.951731;.9714363
"FR";1990;"p32";430135.4;20434.98;21030.88;146716.4;7.17967;.9730871
"FR";1991;"p32";433526.6;19506.96;19584.17;145494.3;7.458584;.9746901
"FR";1992;"p32";437893.6;17546.89;17977.54;144208.2;8.218448;.9765854
"FR";1993;"p32";442476.8;17948.49;18516.49;143168.3;7.97662;.9766921
"FR";1994;"p32";447241.3;17240.3;17643.84;142917.5;8.28973;.9773978
"FR";1995;"p32";450474.1;18478.97;18641.92;144130.9;7.799726;.9768477
"FR";1996;"p32";452640.2;17424.58;18000.62;148278.3;8.509719;.9779513
"FR";1997;"p32";455801.9;17208.98;17627.23;153240.5;8.904684;.9790786
"FR";1998;"p32";457472.1;16298.51;17011.89;159856.5;9.808047;.9797993
"FR";1999;"p32";460083.1;17895.46;18410.06;175135.9;9.786615;.9800968
"FR";2000;"p32";463876.3;18103.24;19101.15;189087.2;10.44494;.9813462
"FR";2001;"p32";468121.3;18888.37;19242.03;194211.4;10.28206;.9812595
"FR";2002;"p32";472497.1;19218.29;19426.86;198931.1;10.35113;.9811507
"FR";2003;"p32";476892.8;20133.83;20400.87;212919.9;10.57523;.9820685
"FR";2004;"p32";480771.1;21749.64;22272.56;235514.8;10.82844;.9829103
"FR";2005;"p32";484460.2;22641.72;23948.87;261233.2;11.53769;.9837421
"FR";2006;"p32";487726.3;23611.71;25016.48;285419.4;12.08804;.9850757
"FR";2007;"p32";491615.1;25051.41;26175.91;299738.4;11.96493;.9861908
"FR";2008;"p32";495192.5;24074.9;24930.59;288982.1;12.00346;.9863624
"FR";2009;"p32";498371.6;22473.26;23165.81;278509.8;12.39294;.9870549
"FR";2010;"p32";501017.7;18654.34;19890.63;288780.7;15.48062;.9897221
"FR";2011;"p32";505698.3;20598.75;21767.67;294793.6;14.31124;.9891466
"FR";2012;"p32";508389;22203.27;22946.97;293679.9;13.22688;.9886603
"FR";2013;"p32";513180;21769.38;23254.74;292398.8;13.43166;.9884842
"FR";2014;"p32";517215.1;21241.09;22635.03;290419;13.6725;.9883803
"FR";1807;"p33";177898.8;1179.535;1206.496;27899.36;23.65284;.9902876
"FR";1817;"p33";186763.6;1314.339;1348.04;31606.85;24.04771;.9913263
"FR";1827;"p33";199030.1;1323.423;1356.843;31579.81;23.86221;.9908788
"FR";1837;"p33";212004.9;1309.506;1341.291;33517.64;25.59563;.9907594
"FR";1847;"p33";225265.2;1367.583;1395.045;36454.42;26.65609;.9926273
"FR";1857;"p33";236815.8;1462.189;1502.113;40289.76;27.55441;.9918897
"FR";1867;"p33";239646.3;1553.525;1601.921;44606.67;28.7132;.9918011
"FR";1877;"p33";243667.4;1561.64;1603.47;45468.91;29.11612;.9921124
"FR";1887;"p33";252162.4;1778.28;1827.268;53191.8;29.91194;.9922286
"FR";1902;"p33";261488.9;2083.987;2093.817;64260.22;30.83524;.9927312
"FR";1903;"p33";262333.8;2011.491;2035.212;64496.53;32.06403;.9928421
"FR";1904;"p33";263257.1;1797.235;1820.636;64562.3;35.92314;.9933996
"FR";1905;"p33";264131.6;1710.619;1734.444;64744.12;37.84836;.9935218
"FR";1907;"p33";265560.6;1658.303;1681.335;65378.37;39.42487;.9935718
"FR";1909;"p33";266888.5;1813.478;1831.257;66055.7;36.42487;.9929913
"FR";1910;"p33";267596.1;1684.428;1709.758;66524.4;39.49376;.9933397
"FR";1911;"p33";268375.7;1726.228;1750.888;66960.01;38.78979;.9933406
"FR";1912;"p33";269113.8;1635.53;1660.436;67250.05;41.11821;.9936541
"FR";1913;"p33";270078.1;1541.849;1582.639;67764.53;43.95017;.9939325
"FR";1914;"p33";271323.7;1443.954;1480.665;63498.58;43.97549;.9939308
"FR";1915;"p33";270224.8;1481.074;1522.31;60901.34;41.11972;.9935271
"FR";1916;"p33";268058.5;1353.068;1386.818;57532.63;42.52012;.9937283
"FR";1917;"p33";267257.4;1221.638;1252.372;53416.66;43.72543;.9939068
"FR";1918;"p33";267420.9;1103.815;1131.46;48829.14;44.23671;.9939768
"FR";1919;"p33";265746.9;1033.123;1059.978;45587.16;44.12557;.9939547
"FR";1920;"p33";271940.1;978.5907;1004.255;41968.79;42.88697;.9937864
"FR";1921;"p33";274463;921.7128;945.203;38712.67;42.0008;.9936558
"FR";1922;"p33";276326.8;880.1212;902.9673;36569.88;41.55096;.9935912
"FR";1923;"p33";278830.1;840.4457;862.3704;34699.16;41.28662;.9935452
"FR";1924;"p33";282232;792.3383;811.5299;33092.03;41.76503;.9936208
"FR";1925;"p33";285562;1568.594;1605.606;31693.35;20.20494;.9902676
"FR";1926;"p33";287377.6;2008.636;2027.321;32742.61;16.30092;.9890112
"FR";1927;"p33";289488.3;1948.227;1950.245;35575.79;18.2606;.9894335
"FR";1929;"p33";292888.7;1978.758;1980.06;43058.83;21.76054;.9895452
"FR";1930;"p33";294542;1705.08;1707.551;42237.15;24.77136;.990365
"FR";1931;"p33";297448.8;1686.395;1688.27;39842.51;23.62584;.9901733
"FR";1932;"p33";297663.2;1747.545;1750.881;41074.08;23.50388;.9899694
"FR";1933;"p33";298393.8;1873.203;1875.287;41374.9;22.08778;.9891079
"FR";1935;"p33";299495.3;2067.456;2068.246;42126.16;20.37584;.9878314
"FR";1936;"p33";297436.6;2052.531;2052.531;42931.06;20.91616;.9878263
"FR";1937;"p33";295365.4;1955.769;1957.583;43872.3;22.43225;.9879255
"FR";1938;"p33";293685.6;2669.705;2735.874;45079.41;16.88554;.9882537
"FR";1939;"p33";279905.5;2658.864;2727.519;48099.88;18.09039;.9890863
"FR";1940;"p33";279382.4;2902.901;2934.825;32502.71;11.19663;.9835707
"FR";1941;"p33";260810.6;2009.57;2050.937;35184.03;17.50824;.9886835
"FR";1942;"p33";263296.5;1530.032;1554.506;33184.17;21.68854;.9893172
"FR";1943;"p33";262914.9;1549.376;1591.461;31656.75;20.43194;.9900137
"FR";1944;"p33";260955.5;1434.546;1471.743;27329.19;19.05075;.9894712
"FR";1945;"p33";262159.1;1609.408;1629.272;23972.23;14.89506;.9877627
"FR";1946;"p33";291547.4;1139.182;1162.314;21449.95;18.82926;.9893061
"FR";1947;"p33";293642.4;1271.273;1296.176;21825.01;17.16784;.9882506
"FR";1948;"p33";296139.9;1286.334;1312.112;22122.65;17.19821;.9882832
"FR";1949;"p33";298357;1463.573;1485.096;22491.96;15.36785;.9870166
"FR";1950;"p33";299844.5;1528.992;1568.706;24641.12;16.11593;.9875284
"FR";1951;"p33";302141;1748.113;1781.41;26868.22;15.36985;.9865602
"FR";1952;"p33";303815.2;1868.623;1912.764;28988.51;15.5133;.9871447
