alpha2;year;p2;nhweal992j;thweal992j;ahweal992j;ohweal992j;bhweal992j;shweal992j
"FR";1959;"p99.991";317.1264;7235966;7464423;1.46e+07;2.019301;.0397696
"FR";1960;"p99.991";319.0691;6744420;6909375;1.07e+07;1.592277;.0274291
"FR";1962;"p99.991";321.886;8767281;9024707;1.65e+07;1.879978;.0364031
"FR";1964;"p99.991";330.5952;8936331;9203137;1.77e+07;1.98613;.0346711
"FR";1965;"p99.991";332.8709;9341287;9620202;1.86e+07;1.98613;.0339381
"FR";1966;"p99.991";334.5441;9572171;9857961;1.90e+07;1.986129;.0324745
"FR";1967;"p99.991";338.5037;9759331;1.01e+07;1.94e+07;1.986131;.0311083
"FR";1968;"p99.991";342.5713;9142053;9414996;1.82e+07;1.98613;.0273864
"FR";1969;"p99.991";347.0807;8803019;9065851;1.75e+07;1.986129;.0248529
"FR";1970;"p99.991";364.8755;7487010;7561680;1.29e+07;1.716514;.0179188
"FR";1971;"p99.991";356.7494;7302367;7537213;1.63e+07;2.230243;.0221366
"FR";1972;"p99.991";361.0123;7520574;7763982;1.70e+07;2.258829;.0222113
"FR";1973;"p99.991";365.1505;7827658;8082597;1.79e+07;2.289074;.0224561
"FR";1974;"p99.991";369.1452;7509690;7755839;1.74e+07;2.321141;.0213318
"FR";1975;"p99.991";362.0572;9233070;9384236;1.27e+07;1.378804;.0154177
"FR";1976;"p99.991";375.9104;7364930;7609570;1.75e+07;2.375138;.0207558
"FR";1977;"p99.991";379.5174;7524473;7776111;1.80e+07;2.39508;.0208092
"FR";1978;"p99.991";383.3074;8131799;8405534;1.96e+07;2.415038;.0213198
"FR";1979;"p99.991";379.7179;8216373;8227246;1.97e+07;2.397778;.0202297
"FR";1980;"p99.991";390.5546;8595926;8879340;2.01e+07;2.341542;.0203508
"FR";1981;"p99.991";394.2799;7946967;8201213;1.79e+07;2.248404;.0181193
"FR";1982;"p99.991";398.2495;7229834;7453513;1.56e+07;2.155604;.0160753
"FR";1983;"p99.991";402.0152;6844584;7048518;1.41e+07;2.063157;.0145659
"FR";1984;"p99.991";383.5901;6672148;6697795;1.13e+07;1.690887;.0116349
"FR";1985;"p99.991";409.9756;6940818;7149270;1.44e+07;2.077955;.0148551
"FR";1986;"p99.991";413.828;7844792;8090898;1.71e+07;2.184789;.0172991
"FR";1987;"p99.991";417.7257;8490585;8767299;1.95e+07;2.291614;.0190561
"FR";1988;"p99.991";423.0365;9862492;1.03e+07;2.15e+07;2.177728;.0205324
"FR";1989;"p99.991";425.6805;1.08e+07;1.12e+07;2.78e+07;2.560505;.0249811
"FR";1990;"p99.991";431.2496;1.24e+07;1.30e+07;2.77e+07;2.230915;.0243395
"FR";1991;"p99.991";463.2235;1.38e+07;1.39e+07;2.98e+07;2.157075;.0265849
"FR";1992;"p99.991";438.572;1.29e+07;1.34e+07;2.86e+07;2.224203;.0256735
"FR";1993;"p99.991";442.415;1.54e+07;1.59e+07;3.26e+07;2.115241;.0294123
"FR";1994;"p99.991";442.647;1.59e+07;1.65e+07;3.30e+07;2.078907;.0298908
"FR";1995;"p99.991";446.7192;1.63e+07;1.67e+07;3.34e+07;2.045921;.0299212
"FR";1996;"p99.991";450.4513;2.09e+07;2.16e+07;4.33e+07;2.066106;.0377751
"FR";1997;"p99.991";455.4162;2.33e+07;2.42e+07;5.02e+07;2.153449;.0424875
"FR";1998;"p99.991";454.4294;2.53e+07;2.60e+07;5.32e+07;2.100549;.0431289
"FR";1999;"p99.991";458.0871;2.84e+07;2.93e+07;6.08e+07;2.139964;.0449898
"FR";2000;"p99.991";463.612;3.10e+07;3.23e+07;6.62e+07;2.130904;.0454379
"FR";2001;"p99.991";466.3599;2.92e+07;3.02e+07;6.81e+07;2.334915;.0455632
"FR";2002;"p99.991";467.1613;2.74e+07;2.85e+07;6.36e+07;2.321464;.0415046
"FR";2003;"p99.991";474.9997;2.84e+07;2.94e+07;6.45e+07;2.269947;.0393739
"FR";2004;"p99.991";474.9091;2.95e+07;3.06e+07;6.68e+07;2.263691;.0368699
"FR";2005;"p99.991";515.0743;2.91e+07;2.98e+07;6.16e+07;2.117026;.0309205
"FR";2006;"p99.991";483.169;2.91e+07;3.00e+07;6.49e+07;2.233851;.0296492
"FR";2007;"p99.991";487.6522;2.91e+07;3.02e+07;6.53e+07;2.243943;.0284433
"FR";2008;"p99.991";486.2785;2.62e+07;2.71e+07;5.99e+07;2.289539;.0270737
"FR";2009;"p99.991";499.3904;2.40e+07;2.48e+07;5.43e+07;2.263586;.0254837
"FR";2010;"p99.991";500.3714;2.99e+07;3.11e+07;7.61e+07;2.548581;.0345207
"FR";2011;"p99.991";504.0958;2.60e+07;2.71e+07;6.89e+07;2.648168;.0306042
"FR";2012;"p99.991";494.3195;2.81e+07;2.85e+07;5.57e+07;1.984101;.0248396
"FR";2013;"p99.991";513.1799;2.74e+07;2.82e+07;5.72e+07;2.087775;.0255709
"FR";2014;"p99.991";517.215;2.80e+07;2.89e+07;5.85e+07;2.087775;.0263336
"FR";1807;"p99.992";177.8988;5574517;5767490;1.08e+07;1.936942;.0457621
"FR";1817;"p99.992";186.7636;8080760;8373979;1.55e+07;1.923131;.0581985
"FR";1827;"p99.992";199.0301;6679771;6899206;1.30e+07;1.951394;.0488352
"FR";1837;"p99.992";212.0049;6871737;7106597;1.33e+07;1.940576;.047066
"FR";1847;"p99.992";225.2652;9098815;9373711;1.59e+07;1.742825;.0515573
"FR";1857;"p99.992";236.8158;1.06e+07;1.10e+07;1.86e+07;1.74745;.0546944
"FR";1867;"p99.992";239.6463;1.11e+07;1.15e+07;1.93e+07;1.737059;.0513393
"FR";1877;"p99.992";243.6674;1.01e+07;1.04e+07;1.76e+07;1.739632;.0458735
"FR";1887;"p99.992";252.1624;1.17e+07;1.21e+07;2.37e+07;2.035241;.0528839
"FR";1902;"p99.992";261.4889;1.98e+07;2.04e+07;3.78e+07;1.913395;.0697453
"FR";1903;"p99.992";262.3338;1.87e+07;1.89e+07;4.08e+07;2.178143;.0749596
"FR";1904;"p99.992";263.2571;2.49e+07;2.62e+07;5.22e+07;2.095677;.095963
"FR";1905;"p99.992";264.1316;2.43e+07;2.54e+07;5.10e+07;2.103821;.0935294
"FR";1907;"p99.992";265.5606;2.14e+07;2.24e+07;4.14e+07;1.928395;.0750377
"FR";1909;"p99.992";266.8885;2.60e+07;2.67e+07;4.34e+07;1.668929;.0778853
"FR";1910;"p99.992";267.5961;2.14e+07;2.23e+07;4.37e+07;2.040088;.0778896
"FR";1911;"p99.992";268.3757;2.25e+07;2.32e+07;4.53e+07;2.018092;.0802651
"FR";1912;"p99.992";269.1138;2.37e+07;2.44e+07;5.15e+07;2.176355;.0908444
"FR";1913;"p99.992";270.0781;2.35e+07;2.45e+07;5.32e+07;2.259283;.0931814
"FR";1914;"p99.992";271.3237;2.21e+07;2.29e+07;4.99e+07;2.259283;.0931863
"FR";1915;"p99.992";270.2248;2.10e+07;2.18e+07;4.73e+07;2.259282;.0922269
"FR";1916;"p99.992";268.0585;1.97e+07;2.05e+07;4.45e+07;2.259283;.0918151
"FR";1917;"p99.992";267.2574;1.82e+07;1.89e+07;4.11e+07;2.259283;.0913465
"FR";1918;"p99.992";267.4209;1.64e+07;1.71e+07;3.71e+07;2.259283;.0901884
"FR";1919;"p99.992";265.7469;1.51e+07;1.57e+07;3.41e+07;2.259283;.0888099
"FR";1920;"p99.992";271.9401;1.35e+07;1.40e+07;3.05e+07;2.259284;.086175
"FR";1921;"p99.992";274.463;1.22e+07;1.27e+07;2.75e+07;2.259283;.0843605
"FR";1922;"p99.992";276.3268;1.13e+07;1.17e+07;2.55e+07;2.259283;.0827617
"FR";1923;"p99.992";278.8301;1.06e+07;1.10e+07;2.38e+07;2.259283;.0815172
"FR";1924;"p99.992";282.232;9999743;1.04e+07;2.26e+07;2.259283;.0809975
"FR";1925;"p99.992";285.562;7176715;7379257;1.64e+07;2.292054;.0613692
"FR";1926;"p99.992";287.3776;7273260;7846874;2.07e+07;2.839395;.0744832
"FR";1927;"p99.992";289.4883;1.14e+07;1.20e+07;2.51e+07;2.196728;.0832188
"FR";1929;"p99.992";292.8887;1.40e+07;1.43e+07;2.75e+07;1.968303;.0755451
"FR";1930;"p99.992";294.542;1.28e+07;1.34e+07;2.99e+07;2.332571;.0837757
"FR";1931;"p99.992";297.4488;1.06e+07;1.10e+07;2.43e+07;2.288141;.0720946
"FR";1932;"p99.992";297.6632;1.07e+07;1.10e+07;2.62e+07;2.438016;.0754084
"FR";1933;"p99.992";298.3938;1.27e+07;1.28e+07;2.05e+07;1.616953;.0585686
"FR";1935;"p99.992";299.4952;1.08e+07;1.11e+07;2.43e+07;2.256948;.068132
"FR";1936;"p99.992";297.4366;9420978;9868988;2.73e+07;2.897929;.075008
"FR";1937;"p99.992";295.3654;1.09e+07;1.14e+07;2.68e+07;2.456996;.0721522
"FR";1938;"p99.992";293.6856;9546464;9931668;2.15e+07;2.252686;.0562923
"FR";1939;"p99.992";279.9055;1.09e+07;1.13e+07;2.04e+07;1.866777;.0500901
"FR";1940;"p99.992";279.3824;4942147;4956501;1.43e+07;2.888219;.0515759
"FR";1941;"p99.992";260.8106;6228601;6457004;1.07e+07;1.723827;.0360256
"FR";1942;"p99.992";263.2965;4885679;4910485;9713973;1.988254;.0345793
"FR";1943;"p99.992";262.9149;5592781;5806374;9479773;1.695002;.0353988
"FR";1944;"p99.992";260.9555;5319126;5569295;9887761;1.858907;.0427454
"FR";1945;"p99.992";262.1591;4399826;4638430;8156352;1.85379;.0401287
"FR";1946;"p99.992";291.5475;2919086;2972183;5121788;1.754586;.028206
"FR";1947;"p99.992";293.6424;3237823;3342430;5227199;1.614418;.0282616
"FR";1948;"p99.992";296.1399;3296876;3400512;5280801;1.601759;.0281682
"FR";1949;"p99.992";298.357;3080928;3164890;5735173;1.861508;.030051
"FR";1950;"p99.992";299.8445;3797419;3938543;7684398;2.023584;.0367717
"FR";1951;"p99.992";302.141;3899956;3996385;8163118;2.093131;.0357895
"FR";1952;"p99.992";303.8152;3920415;4022101;6818195;1.739151;.027723
"FR";1953;"p99.992";305.7335;4403392;4566120;8459613;1.921158;.0323439
"FR";1954;"p99.992";306.9442;4582616;4734604;8302714;1.811785;.0299455
"FR";1955;"p99.992";308.8007;4875954;5022071;8355952;1.713706;.0276589
"FR";1956;"p99.992";310.7349;5572131;5747964;9813809;1.761231;.0297082
"FR";1957;"p99.992";312.7162;5778268;5988114;1.30e+07;2.254536;.0365451
"FR";1958;"p99.992";315.0362;5708682;5883688;1.02e+07;1.785553;.0264886
"FR";1959;"p99.992";317.1264;7706459;7980273;1.55e+07;2.011947;.0375122
"FR";1960;"p99.992";319.0691;7082896;7276233;1.12e+07;1.583771;.0254682
"FR";1962;"p99.992";321.886;9297011;9603950;1.74e+07;1.873128;.0341885
"FR";1964;"p99.992";330.5952;9485978;9806222;1.88e+07;1.983655;.0326736
"FR";1965;"p99.992";332.8709;9915844;1.03e+07;1.97e+07;1.983654;.0319828
"FR";1966;"p99.992";334.5441;1.02e+07;1.05e+07;2.02e+07;1.983656;.0306035
"FR";1967;"p99.992";338.5037;1.04e+07;1.07e+07;2.05e+07;1.983654;.029316
"FR";1968;"p99.992";342.5713;9704349;1.00e+07;1.93e+07;1.983657;.0258085
"FR";1969;"p99.992";347.0807;9344474;9659929;1.85e+07;1.983653;.023421
"FR";1970;"p99.992";340.5858;7596008;7960596;1.35e+07;1.781962;.0167113
"FR";1971;"p99.992";356.7494;7786877;8071256;1.74e+07;2.231917;.0209983
"FR";1972;"p99.992";361.0123;8022792;8317785;1.81e+07;2.26114;.0210833
"FR";1973;"p99.992";365.1505;8353787;8663074;1.91e+07;2.292078;.0213306
"FR";1974;"p99.992";369.1452;8017755;8316647;1.86e+07;2.324896;.0202772
"FR";1975;"p99.992";369.7718;9661145;9757396;1.31e+07;1.359621;.014191
"FR";1976;"p99.992";375.9104;7869986;8167462;1.87e+07;2.379689;.0197526
"FR";1977;"p99.992";379.5174;8043991;8350078;1.93e+07;2.399607;.0198116
"FR";1978;"p99.992";383.3074;8696997;9030114;2.10e+07;2.419541;.0203059
"FR";1979;"p99.992";390.6913;8376860;8480518;2.11e+07;2.519142;.0193102
"FR";1980;"p99.992";390.5546;9180946;9525265;2.15e+07;2.345485;.0193533
"FR";1981;"p99.992";394.2799;8471577;8779764;1.91e+07;2.251805;.0171952
"FR";1982;"p99.992";398.2495;7691171;7961634;1.66e+07;2.158456;.015221
"FR";1983;"p99.992";402.0152;7265028;7510969;1.50e+07;2.065452;.0137581
"FR";1984;"p99.992";363.8364;6699309;6871181;1.18e+07;1.763258;.0109182
"FR";1985;"p99.992";409.9756;7370598;7622084;1.53e+07;2.080142;.0140369
"FR";1986;"p99.992";413.828;8352455;8650226;1.83e+07;2.187412;.0163917
"FR";1987;"p99.992";417.7257;9061660;9397379;2.08e+07;2.294654;.018102
"FR";1988;"p99.992";423.0841;1.07e+07;1.11e+07;2.29e+07;2.145536;.0194406
"FR";1989;"p99.992";425.6805;1.16e+07;1.21e+07;2.98e+07;2.564688;.0238589
"FR";1990;"p99.992";429.5739;1.36e+07;1.42e+07;2.96e+07;2.178165;.0230714
"FR";1991;"p99.992";437.6852;1.44e+07;1.51e+07;3.19e+07;2.21825;.0251185
"FR";1992;"p99.992";438.5792;1.40e+07;1.46e+07;3.05e+07;2.185561;.0243419
"FR";1993;"p99.992";442.5181;1.66e+07;1.75e+07;3.46e+07;2.083451;.0278195
"FR";1994;"p99.992";449.8076;1.71e+07;1.77e+07;3.51e+07;2.051586;.0282515
"FR";1995;"p99.992";449.9095;1.72e+07;1.79e+07;3.54e+07;2.057533;.0282682
"FR";1996;"p99.992";455.6067;2.23e+07;2.32e+07;4.60e+07;2.060464;.0356878
"FR";1997;"p99.992";454.3949;2.52e+07;2.63e+07;5.35e+07;2.126034;.0402147
"FR";1998;"p99.992";459.4788;2.69e+07;2.81e+07;5.66e+07;2.104093;.0408016
"FR";1999;"p99.992";459.0767;3.06e+07;3.18e+07;6.47e+07;2.114208;.0425843
"FR";2000;"p99.992";462.3165;3.36e+07;3.50e+07;7.04e+07;2.094933;.042975
"FR";2001;"p99.992";471.3971;3.12e+07;3.26e+07;7.28e+07;2.334599;.043329
"FR";2002;"p99.992";475.2298;2.99e+07;3.09e+07;6.80e+07;2.275511;.0394596
"FR";2003;"p99.992";476.0357;3.04e+07;3.17e+07;6.89e+07;2.263705;.0373863
"FR";2004;"p99.992";483.7962;3.17e+07;3.28e+07;7.12e+07;2.249261;.035015
"FR";2005;"p99.992";487.567;3.09e+07;3.20e+07;6.58e+07;2.12805;.0291638
"FR";2006;"p99.992";491.4738;3.11e+07;3.24e+07;6.92e+07;2.224995;.028139
"FR";2007;"p99.992";491.8647;3.13e+07;3.28e+07;6.96e+07;2.225705;.0269946
"FR";2008;"p99.992";500.8203;2.83e+07;2.98e+07;6.40e+07;2.256813;.02574
"FR";2009;"p99.992";440.4286;2.55e+07;2.63e+07;5.80e+07;2.27215;.0241899
"FR";2010;"p99.992";499.4093;3.31e+07;3.44e+07;8.17e+07;2.470521;.0329549
"FR";2011;"p99.992";467.8557;2.85e+07;2.97e+07;7.42e+07;2.605239;.0292705
"FR";2012;"p99.992";522.3822;2.94e+07;3.03e+07;5.90e+07;2.010682;.0234667
"FR";2013;"p99.992";513.1799;2.91e+07;3.02e+07;6.08e+07;2.08597;.0241676
"FR";2014;"p99.992";517.215;2.98e+07;3.08e+07;6.22e+07;2.08597;.0248885
"FR";1807;"p99.993";177.8988;5973295;6209600;1.15e+07;1.92793;.0427066
"FR";1817;"p99.993";186.7636;8686165;9043382;1.66e+07;1.906955;.0542784
"FR";1827;"p99.993";199.0301;7133578;7403651;1.39e+07;1.950127;.0456042
"FR";1837;"p99.993";212.0049;7357144;7645103;1.42e+07;1.933484;.0439307
"FR";1847;"p99.993";225.2652;9666126;1.00e+07;1.68e+07;1.736365;.0477477
"FR";1857;"p99.993";236.8158;1.13e+07;1.17e+07;1.97e+07;1.743483;.0506662
"FR";1867;"p99.993";239.6463;1.18e+07;1.23e+07;2.05e+07;1.727535;.0475304
"FR";1877;"p99.993";243.6674;1.08e+07;1.11e+07;1.86e+07;1.731469;.0424763
"FR";1887;"p99.993";252.1624;1.25e+07;1.31e+07;2.54e+07;2.025877;.0495179
"FR";1902;"p99.993";261.4889;2.12e+07;2.20e+07;4.03e+07;1.901783;.0650304
"FR";1903;"p99.993";262.3338;1.92e+07;1.96e+07;4.39e+07;2.287456;.0706066
"FR";1904;"p99.993";263.2571;2.76e+07;2.91e+07;5.60e+07;2.029335;.0899436
"FR";1905;"p99.993";264.1316;2.66e+07;2.81e+07;5.47e+07;2.054015;.0877108
"FR";1907;"p99.993";265.5606;2.34e+07;2.46e+07;4.41e+07;1.882857;.0699612
"FR";1909;"p99.993";266.8885;2.75e+07;2.83e+07;4.58e+07;1.665794;.0718882
"FR";1910;"p99.993";267.5961;2.33e+07;2.45e+07;4.67e+07;2.002969;.0729132
"FR";1911;"p99.993";268.3757;2.39e+07;2.49e+07;4.85e+07;2.024263;.0751349
"FR";1912;"p99.993";269.1138;2.51e+07;2.61e+07;5.54e+07;2.203178;.0854725
"FR";1913;"p99.993";270.0781;2.55e+07;2.68e+07;5.73e+07;2.247484;.0878226
"FR";1914;"p99.993";271.3237;2.39e+07;2.51e+07;5.37e+07;2.247484;.0878272
"FR";1915;"p99.993";270.2248;2.27e+07;2.38e+07;5.10e+07;2.247484;.086923
"FR";1916;"p99.993";268.0585;2.13e+07;2.24e+07;4.80e+07;2.247484;.0865349
"FR";1917;"p99.993";267.2574;1.97e+07;2.07e+07;4.43e+07;2.247485;.0860932
"FR";1918;"p99.993";267.4209;1.78e+07;1.87e+07;4.00e+07;2.247485;.0850017
"FR";1919;"p99.993";265.7469;1.63e+07;1.72e+07;3.67e+07;2.247485;.0837025
"FR";1920;"p99.993";271.9401;1.46e+07;1.53e+07;3.28e+07;2.247485;.0812191
"FR";1921;"p99.993";274.463;1.32e+07;1.39e+07;2.96e+07;2.247485;.079509
"FR";1922;"p99.993";276.3268;1.22e+07;1.28e+07;2.75e+07;2.247484;.0780021
"FR";1923;"p99.993";278.8301;1.14e+07;1.20e+07;2.57e+07;2.247485;.0768293
"FR";1924;"p99.993";282.232;1.08e+07;1.14e+07;2.43e+07;2.247484;.0763394
"FR";1925;"p99.993";285.562;7604707;7888652;1.77e+07;2.333444;.0579279
"FR";1926;"p99.993";287.3776;8496927;9286043;2.25e+07;2.64577;.0709456
"FR";1927;"p99.993";289.4883;1.27e+07;1.34e+07;2.69e+07;2.1213;.0782239
"FR";1929;"p99.993";292.8887;1.46e+07;1.51e+07;2.94e+07;2.008613;.0706384
"FR";1930;"p99.993";294.542;1.40e+07;1.48e+07;3.23e+07;2.303124;.0790884
"FR";1931;"p99.993";297.4488;1.15e+07;1.20e+07;2.62e+07;2.281157;.0680036
"FR";1932;"p99.993";297.6632;1.12e+07;1.14e+07;2.84e+07;2.536954;.0714624
"FR";1933;"p99.993";298.3938;1.28e+07;1.29e+07;2.16e+07;1.68438;.0540117
"FR";1935;"p99.993";299.4952;1.14e+07;1.17e+07;2.62e+07;2.301297;.064253
"FR";1936;"p99.993";297.4366;1.04e+07;1.09e+07;2.98e+07;2.877804;.0716188
"FR";1937;"p99.993";295.3654;1.19e+07;1.24e+07;2.90e+07;2.44805;.0683286
"FR";1938;"p99.993";293.6856;1.03e+07;1.07e+07;2.32e+07;2.242557;.0530426
"FR";1939;"p99.993";279.9055;1.16e+07;1.20e+07;2.17e+07;1.872204;.0466352
"FR";1940;"p99.993";279.3824;4973352;4991131;1.56e+07;3.137738;.0493373
"FR";1941;"p99.993";260.8106;6694100;6949588;1.13e+07;1.695293;.0333175
"FR";1942;"p99.993";263.2965;4934824;4962635;1.04e+07;2.107509;.0323943
"FR";1943;"p99.993";262.9149;6037441;6309115;1.00e+07;1.657084;.0326885
"FR";1944;"p99.993";260.9555;5838761;6150669;1.05e+07;1.799129;.0397359
"FR";1945;"p99.993";262.1591;4893022;5181064;8658913;1.769645;.0372761
"FR";1946;"p99.993";291.5475;3030037;3101364;5428874;1.791686;.02616
"FR";1947;"p99.993";293.6424;3451312;3570016;5496452;1.592569;.0260027
"FR";1948;"p99.993";296.1399;3510025;3634076;5549413;1.581018;.0259009
"FR";1949;"p99.993";298.357;3257482;3375149;6102357;1.873335;.0279781
"FR";1950;"p99.993";299.8445;4087729;4254369;8219520;2.010779;.0344159
"FR";1951;"p99.993";302.141;4096827;4206742;8758366;2.137841;.0335994
"FR";1952;"p99.993";303.8152;4144635;4294905;7217637;1.741441;.0256787
"FR";1953;"p99.993";305.7335;4739280;4937165;9015827;1.902362;.0301617
"FR";1954;"p99.993";306.9442;4896281;5080858;8812443;1.799824;.027811
"FR";1955;"p99.993";308.8007;5177345;5354309;8832221;1.705936;.025581
"FR";1956;"p99.993";310.7349;5934923;6148140;1.04e+07;1.751437;.0275332
"FR";1957;"p99.993";312.7162;6213130;6474540;1.40e+07;2.25859;.0344453
"FR";1958;"p99.993";315.0362;6070043;6283359;1.08e+07;1.780679;.0245774
"FR";1959;"p99.993";317.1264;8272602;8609182;1.66e+07;2.0042;.0350988
"FR";1960;"p99.993";319.0691;7481035;7712760;1.18e+07;1.574749;.0234033
"FR";1962;"p99.993";321.886;9931105;1.03e+07;1.85e+07;1.865883;.0318316
"FR";1964;"p99.993";330.5952;1.01e+07;1.05e+07;2.01e+07;1.981029;.0305452
"FR";1965;"p99.993";332.8709;1.06e+07;1.10e+07;2.10e+07;1.981029;.0298994
"FR";1966;"p99.993";334.5441;1.09e+07;1.13e+07;2.15e+07;1.981027;.0286099
"FR";1967;"p99.993";338.5037;1.11e+07;1.15e+07;2.20e+07;1.981027;.0274063
"FR";1968;"p99.993";342.5713;1.04e+07;1.08e+07;2.06e+07;1.981026;.0241273
"FR";1969;"p99.993";347.0807;9996952;1.04e+07;1.98e+07;1.981027;.0218953
"FR";1970;"p99.993";362.542;7986756;8770038;1.43e+07;1.790634;.0155246
"FR";1971;"p99.993";356.7494;8376024;8729739;1.87e+07;2.233689;.0197793
"FR";1972;"p99.993";361.0123;8634039;9001349;1.95e+07;2.26359;.0198749
"FR";1973;"p99.993";365.1505;8994748;9380256;2.06e+07;2.295263;.0201242
"FR";1974;"p99.993";369.1452;8637321;9010317;2.01e+07;2.32888;.0191463
"FR";1975;"p99.993";376.958;9777268;9898738;1.36e+07;1.392191;.0128883
"FR";1976;"p99.993";375.9104;8486763;8858567;2.02e+07;2.384511;.0186758
"FR";1977;"p99.993";379.5174;8678685;9061423;2.09e+07;2.404401;.0187403
"FR";1978;"p99.993";383.3074;9387767;9804484;2.28e+07;2.424307;.0192167
"FR";1979;"p99.993";392.5547;8560706;9170812;2.29e+07;2.676971;.0183349
"FR";1980;"p99.993";390.5546;9894720;1.03e+07;2.32e+07;2.349664;.0182832
"FR";1981;"p99.993";394.2799;9110192;9494000;2.05e+07;2.255417;.016206
"FR";1982;"p99.993";398.2495;8251370;8587279;1.78e+07;2.16149;.0143086
"FR";1983;"p99.993";402.0152;7774183;8078710;1.61e+07;2.067899;.0128973
"FR";1984;"p99.993";478.4658;6977880;7480000;1.24e+07;1.780231;.0102207
"FR";1985;"p99.993";409.9756;7891245;8202739;1.64e+07;2.082471;.0131646
"FR";1986;"p99.993";413.828;8969299;9339401;1.96e+07;2.190198;.0154216
"FR";1987;"p99.993";417.7257;9757431;1.02e+07;2.24e+07;2.297876;.0170794
"FR";1988;"p99.993";422.9953;1.16e+07;1.22e+07;2.46e+07;2.108994;.0182579
"FR";1989;"p99.993";425.6805;1.26e+07;1.32e+07;3.24e+07;2.5691;.0226495
"FR";1990;"p99.993";429.5812;1.49e+07;1.55e+07;3.18e+07;2.139068;.0216887
"FR";1991;"p99.993";433.611;1.59e+07;1.68e+07;3.43e+07;2.152954;.023617
"FR";1992;"p99.993";438.5756;1.53e+07;1.62e+07;3.28e+07;2.141636;.022883
"FR";1993;"p99.993";446.5661;1.83e+07;1.91e+07;3.71e+07;2.030467;.0260693
"FR";1994;"p99.993";446.8397;1.83e+07;1.91e+07;3.76e+07;2.049392;.0264557
"FR";1995;"p99.993";450.692;1.88e+07;1.96e+07;3.79e+07;2.018807;.0264809
"FR";1996;"p99.993";450.4824;2.42e+07;2.57e+07;4.92e+07;2.032855;.0334216
"FR";1997;"p99.993";454.4374;2.76e+07;2.88e+07;5.74e+07;2.081211;.0377512
"FR";1998;"p99.993";454.4195;2.95e+07;3.09e+07;6.06e+07;2.052469;.0382577
"FR";1999;"p99.993";463.1183;3.33e+07;3.49e+07;6.94e+07;2.084984;.0399752
"FR";2000;"p99.993";463.1149;3.63e+07;3.83e+07;7.54e+07;2.076996;.0403106
"FR";2001;"p99.993";467.4554;3.39e+07;3.54e+07;7.86e+07;2.316528;.0408907
"FR";2002;"p99.993";470.1955;3.20e+07;3.33e+07;7.33e+07;2.288514;.0372039
"FR";2003;"p99.993";478.9318;3.29e+07;3.43e+07;7.42e+07;2.25378;.0352411
"FR";2004;"p99.993";478.8527;3.42e+07;3.60e+07;7.68e+07;2.242181;.0329908
"FR";2005;"p99.993";483.0304;3.31e+07;3.46e+07;7.06e+07;2.131296;.0273801
"FR";2006;"p99.993";488.0349;3.37e+07;3.51e+07;7.45e+07;2.210187;.0264835
"FR";2007;"p99.993";492.0893;3.43e+07;3.57e+07;7.49e+07;2.181878;.0254065
"FR";2008;"p99.993";495.8044;3.15e+07;3.38e+07;6.89e+07;2.189518;.0242287
"FR";2009;"p99.993";555.176;2.72e+07;2.83e+07;6.20e+07;2.276325;.0229772
"FR";2010;"p99.993";504.0392;3.58e+07;3.79e+07;8.84e+07;2.473071;.0312272
"FR";2011;"p99.993";544.0766;3.13e+07;3.19e+07;8.00e+07;2.55509;.0279161
"FR";2012;"p99.993";493.1599;3.12e+07;3.29e+07;6.33e+07;2.027947;.0219264
"FR";2013;"p99.993";513.1799;3.13e+07;3.25e+07;6.51e+07;2.084058;.0226683
"FR";2014;"p99.993";517.215;3.20e+07;3.33e+07;6.66e+07;2.084058;.0233445
"FR";1807;"p99.994";177.8988;6464116;6763233;1.24e+07;1.918361;.039417
"FR";1817;"p99.994";186.7636;9427399;9876882;1.78e+07;1.889979;.050045
"FR";1827;"p99.994";199.0301;7695124;8039101;1.50e+07;1.948768;.042137
"FR";1837;"p99.994";212.0049;7955404;8320465;1.53e+07;1.925931;.0405578
"FR";1847;"p99.994";225.2652;1.04e+07;1.08e+07;1.79e+07;1.729436;.0436836
"FR";1857;"p99.994";236.8158;1.21e+07;1.26e+07;2.10e+07;1.739208;.0463737
"FR";1867;"p99.994";239.6463;1.27e+07;1.32e+07;2.18e+07;1.717384;.0434613
"FR";1877;"p99.994";243.6674;1.15e+07;1.20e+07;1.99e+07;1.722745;.0388492
"FR";1887;"p99.994";252.1624;1.36e+07;1.43e+07;2.75e+07;2.015967;.0458812
"FR";1902;"p99.994";261.4889;2.30e+07;2.41e+07;4.33e+07;1.886049;.0599477
"FR";1903;"p99.994";262.3338;2.00e+07;2.09e+07;4.80e+07;2.395002;.0661141
"FR";1904;"p99.994";263.2571;3.07e+07;3.24e+07;6.04e+07;1.970612;.0832654
"FR";1905;"p99.994";264.1316;2.96e+07;3.13e+07;5.92e+07;2.000652;.0812861
"FR";1907;"p99.994";265.5606;2.60e+07;2.77e+07;4.73e+07;1.818509;.0643723
"FR";1909;"p99.994";266.8885;2.91e+07;3.02e+07;4.87e+07;1.670239;.065541
"FR";1910;"p99.994";267.5961;2.59e+07;2.74e+07;5.04e+07;1.950042;.0674431
"FR";1911;"p99.994";268.3757;2.59e+07;2.72e+07;5.24e+07;2.021965;.069625
