Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,2000000,2000000,3000000,3000000,3000000,4000000,3000000,5000000,18000000,15000000,15000000,19000000,85666664.12,152333328.2,198000000,272000000,593000000,754290000,936000000,1172943240.3348,1597068954.4748,1997994275.7942,1817413689.7668,2329992812.57431,2493058145.24102,2736390791.37784,2051656434,1455455375,1618147148,1788058506,1714202599,4155302052.29,5718191072.59,6210890955.57,16253286877.31,16548078395.86,15135300288.47,18295889482.74,22957840161.89,22156035784.91,20237489597.27
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Colombia,COL,..,..,..,..,..,..,..,..,..,..,13000000,13038740.16,15199939.73,14305560.11,14431679.73,16998100.28,19626840.59,21015359.88,16000000,20000000,39045898.44,53062198.64,35328319.55,48000000,72000000,98000000,31000000,32000000,14000000,17000000,44000000,105000000,79200000,84900000,145656797.585055,149887650.510278,140224314.462013,112029278.906265,151320537.801104,246709450.020442,219135624.617598,204463328.500504,157548258.665447,64952909.2023087,50532704.1705144,56161403.6064596,65526905.959713,95056912.5186479,88291702.7656574,124475460.916341,151325691.915413,222951899.993537,246242647.170108,277970422.008756,399081655.550903,333683053.241381,258624566.969654,291727376.352561,312663936.083913,348172705.450734,254084912.517049,385718084.432186,449510119.173536,433332717.044774
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1519326.925,743387.2819,4771708.488,3994092.226,5119544.029,4908080.101,6785965.443,5922790.527,4263952.732,5231883.049,4433221.92782664,6366434.7211917,11035569.4596917,5360923.27677303,6047087.24737557,3504675.14480483,..,..,..,..,..,..,..,211531.662549895,316052.809508936,399551.114956241,408351.587608546,455741.676595039,667084.686884503,594296.471307009,786611.698547633,895331.09728422,826399.590760189,..,981694.179520911,1061490.51407097,920601.50788344,1929145.87448001,4708655.66784414,4660667.55337705,1064186.8422708,2991508.17116569,4450271.1376829,5804303.17319347
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32300000,31500000,26400000,37400000,30900000,57200000,812600000,669745991.90705,920031731.820626,450677740.612592,851177411.04,450360618.476024,532463104.850146,913820460.848003,1004481694.54917,746031300.590414,730580419.040347,2048156987.53082,1705322510.47819
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9430289.268,18362024.31,39142452.24,22470714.57,23916160.58,30498651.5,34168148.04,34204910.28,38971324.92,53071746.83,55249618.53,40437820.43,55460715.7005165,52462380.5297507,53269500.453044,45203713.0845504,23234673.8075857,27388646.9246383,38426168.7302086,34550382.3829051,34587572.8824868,45767483.7215766,36536329.8387932,31589063.5712385,34864291.639488,39229159.8199801,49405168.4627022,66191458.442911,80777048.4238161,58232420.5840012,53820622.8028285,64353440.8475661,69727971.0661931,54202810.588639,51110911.8319922,56967040.7532394,67138243.8178109,67671191.4471909,401913167.789797,..,..,48271835.4216927,48661711.3350389,78323890.7341008,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500000,600000.0238,600000.0238,699999.9881,699999.9881,800000.0119,800000.0119,..,..,..,..,..,..,7100000,35500000,46020000,67180000,92950000,122453548.571892,142395232.108232,140491791.450902,147801110.668911,192016734,191548234.4,209029050,246343429.361726,271414281.377367,268618171.99,238598200,259382912,290543358.308025,346035432.757602,402604637.039986,419222829.171868,407784045.230191,416129213.480398,468504811.363687,506693451.581134,528443216.045356,490881074.901057,541463307.521034,561856358.839613,538132890.913712
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,191775665.3,294203186,351270385.7,463980865.5,636982666,786162170.4,503806243.9,399870666.5,328551971.4,298885467.5,286691772.5,431988006.6,513747802.7,528792846.7,412528442.4,471232452.4,445930236.8,456757629.4,430494751,355004211.4,456978302,523895446.8,495143341.1,516943969.7,498902771,389722259.5,379542144.8,573897827.1,627857543.9,591410156.3,597208166.443528,661035721.724585,699271670.757831,758687592.017424,746399976.285337,726293253.780639,728565816.811433,694444945.509466,736281654.179675,746866785.943462,649769213.482815,715984964.055525,847275830.943493,919027300.726831,908280381.780388,935869792.935591,1011590171.34568,1428226344.25477,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14678982.042,37422012.699,35479433.537,43294100.489,64996306.2062405,70878588.59392,87132886.6515178,109470730.836544,116977780.963214,197045573.163937,262222956.973907,345284588.723415,392883995.384244,350236765.729527,332843888.295726,363441737.247267,247440156.426885,267520779.604658,297766316.324609,274057132.591282,276588135.155274,358823848.525344,454431958.315018,567530149.594149,636431618.120187,781830977.056277,937682353.179115,1290461558.23314
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132882681.564246,135195530.726257,117022346.368715,121039106.145251,130206703.910614,127391061.452514,141776536.312849,140578526.251397,131553156.324023,121684836.564246,118750222.519553,132052564.765363,141668535.005587
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4141334.534,3430350.304,4551386.356,7053303.242,9063828.468,7355894.089,7783150.673,6645896.435,5608564.377,6203551.769,6947887.897,7275046.349,10929457.66,9704322.815,12006638.5796219,18302063.7191731,23801654.3632752,24527288.4512994,33726744.292358,47522196.3653992,53612260.0516286,50593763.2159991,52141108.6454947,52491238.7978401,48199808.1272749,79289844.7603301,107041595.185483,183919804.153199,213442842.732329,240674536.458146,239604656.827608,304677150.692505,813997187.726081,694826332.881707,951993213.506514,895418596.896016,759751776.380049,742261795.064375,790206517.419465,634530436.653706,689854494.167957,776521993.145865,869951114.575011,840805788.000441,863632112.032104,963286622.002499,833379821.598221,983919522.038622
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6249997.70491002,55021463.7184161,100448819.351355,302117151.805253,340025608.380544,738860367.055002,633766009.966314,602866677.905444,711113468.382639,892550709.343225,1099906217.61626,799488099.948019,1340706459.85356,1677693601.20957,2295809309.74455,2586100789.09275,2044602212.03787,1496982252.67054,1522137850.14904,1334625944.42687,1079198620.08455,1523333418.51867,1376392339.35458,1658604748.22938,3122683982.45012,4243485590.91553,4717191518.91213,4396302692.55773,5589221375.10529,5689640348.41623,5791692232.16398
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160463688.967597,159680759.438125,199781243.551762,209079803.739517,289415405.3,369750992.170069,346425669.598855,693794224.16738,661957528.919489,744817219.691741,860117577.774048,1029285318.11918,1226177451.26224,1511602740.97652,1775307874.50453,3053890214.58064,4024581053.37385,3390969583.92641,2833342704.0011,3148221907.69429,2979397706.78695,3058995226.44079,3171598140.13358,2781262009.25143,2914430190.47191,3140591942.30792,3392801094.09194,3362973683.36445,3402494768.38661,3723091817.22738,3859912781.21319,4317453941.45455
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,365741.808790182,1356058.09105283,1496728.01751059,1761187.47925119,1778067.87042612,1688039.11749315,4839045.47014703,4670241.55839771,4670241.55839771,4726509.52898082,4698375.54368927,5120385.32306255,5789974.1730015,11619335.9254112,12857231.2782395,12407087.5135747,..,..,..,..,..,..,..,1688039.11749315,1130986.20872041,1980632.5645253,3831848.79670945
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4370370.388,1962962.985,1814814.806,2099999.905,162962.962962963,200000,122222.222222222,18518.5185185185,444444.444444444,151851.851851852,62962.962962963,122222.222222222,7407.40740740741,7407.40740740741,11111.1111111111,6666.66666666667,6233.33333333333,6296.2962962963,6629.62962962963,17034600.698246,19720991.282364,19544282.9449772,20428837.7369773,20549813.378562,25800677.3671256,21857082.2195468,20510952.0058734,23594967.6419583,24816579.637037,24805920.9185186,21161683.9740741,20317892.4577778,14322031.001216,25718457.7518519,13328885.2592593,12361193.4407407,12217742.1740741,12708226.6687446
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10200000,7400000,7000000,8900000,7600000,18500000,17800000,19300000,21700000,22500000,22900000,23900000,24700000,26600000,28200000,34500000,26900000,534000000,565500000,565200000,531100000,574800000,585000000,617100000,651400000,622700000,741100000,837300000,871800000,954500000,1060900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23600000.38,24799999.24,11500000,43400001.53,66900001.53,66199996.95,125000000,86000000,122000000,114000000,167000000,147000000,188000000,175000000,2000000,3000000,3000000,3010000,5000000,4000000,9000000,4400000,5010000,5000000,6000000,6932673.063,7281253.06739,6504694.17284,6500000,54020037,62455627.0952381,83155618.156381,65597443.5777683,95347865.8516625,135971152.489921,148375073.5353,154049108.501747,167268211.104159,195915063.632134,291533662.200659,302374307.716292,371469504.772919,467445307.493583,654668980.287942,518019671.491921,603966053.491175,636527720.95095,707244212.203466
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33181819.92,26500000,33000000,233000000,140000000,255000000,223000000,142000000,344200000,108000000,38800000,32000000,34700000,14400000,79100000,12800000,57200000,135000000,179600000,241300000,254800000,304800000,292900000,292700000,354900000,351400000,622700000,352200000,270800000,514500000,471900000,444900000,442100000,395400000,358600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6400000.095,14760000.23,20879999.16,24120000.84,9119999.886,2079999.924,6800000.191,6800000.191,7280000.21,3440000.057,556454.3605,519999.9809,3700000.048,4039999.962,2803601.84959844,2382536.38253638,358815.907505233,229818.797453991,114563.94099957,799714.8633,1484865.79097658,913763.5827,342661.351,7000000,19200000,25700000,21600000,24300000,32300000,24000000,27980000,27530000,18500000,20033000,22092947,27192390.03,26897278.14,27678165.54,51051728.2,74340145.28,164990212.17,187453483.94,189760899.38,233048594.23,186719421.6,261313248.949999,274944407.759998,260561430.569999
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,331409.300821377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4198774.80845998,1265691.2448987,1309557.56013746,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,320204.415169581,180915.532188328,759945.357863189,3489548.58279957,2192880.57653515,4576594.24969177,3152281.24152988,3358921.44958013,3038226.40014686,2237405.01096876,4758523.04881797,18539153.7923595,26462865.7529732,49189886.8699242,73830848.53984,90856579.140818,127905386.58581,92426488.0244657,123279637.089322,113541463.498423,113164925.021603,100292645.084713,113887035.68818,93682192.4405716,121850347.700687,150958274.85158,234337543.002775,249205376.651593,244632769.074542,286176479.458658,332424142.586256,295464376.064294
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1034999.967,1264999.986,8050000.191,9503466.606,8731493.95,9812385.559,9762245.178,13104747.77,13150068.28,10436742.78,12603764.53,5451776.981,4574510.098,4384831.905,4096902.03991581,5142477.40659794,7573594.91844506,6645874.358843,5893604.20825552,3443536.61411299,3658228.11553454,2158438.09464561,1624373.80736428,6775367.42395464,20743452.5878042,26487653.6356489,21147363.3746375,38856179.3027066,4102672.06991664,7976785.80835451,16586307.9829467,7861622.49933112,6339630.08706943,10725156.3256689,11692037.2656644,27857280.6942317,49547870.5459065,27141111.141873,17501863.1815141,19330858.6353668,18849753.453243,19467166.5880362,24233542.4803235,26891451.2673029,24421403.3525575,40599677.0797733,40562436.1692301,37791185.68449
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2415458.918,917874.3958,676328.4802,579710.1259,676328.4802,289855.063,483091.8014,338164.2401,821256.0415,531400.9786,869565.1889,434782.5944,869565.1889,628019.3329,386473.429951691,736328.502415459,420000,349158.603548394,243603.570311315,1084585.08621588,5237572.52247337,4259554.82092029,3449004.43943337,12556900.7493156,14023477.8978156,16578457.7011039,17266999.8501961,9223744.77019881,16399501.0548882,14131041.5862534,14567672.8423018,21303989.7457363,26549565.2400667,46967151.950651,21832481.8744534,19882145.4031396,23077322.2929238,14253223.3005705,14437634.4110139,29869539.2632146,12461832.148055,8689449.30751725,19080067.1042013,17079651.6319431,14213187.6316244,20498638.9237251,47118187.2690234
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6920000,6150000,5740000,13410000,9640000,5110000,5334267.35517441,18335386.5574104,23417696.472641,33371205.6488736,41017650.5539798,31363117.655086,31029077.1638003,34404214.8330668,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9883418.083,10342744.83,12321170.81,8150582.314,8672392.845,8220974.922,11009452.82,14123473.17,13667151.45,12165634.16,21101123.81,21540834.43,25278581.62,22089290.62,23284851.07,28412874.22,29509363.17,40048458.1,36365524.29,37597831.73,40413784.03,2219278.63444078,3814692.52945502,3892612.93658879,3827913.09051076,16142844.7421348,7870360.77755255,9759800.79715804,9142800.85193865,12870527.1515127,7158571.44240257,9631117.09562084,10533776.7698607,8225967.42108577,8469046.51128769,10660484.3747005,9666037.82031006,13015472.7656233,14917363.2306714,15730151.2680625,11256018.1127447,7445206.26030685,12191943.4907483,13569840.5048403,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6792973.042,8280723.572,11640783.31,13151628.49,13136022.57,14749095.92,12016345.02,12288872.72,12384394.65,11145952.22,12376421.93,6316862.106,7287922.382,9574397.087,5593505.383,15720900.3100206,58528759.8479116,34072172.0820614,35023238.5663624,41520258.9212842,54089789.4446647,54874346.9800861,88702318.1716049,103769670.406662,110903252.179937,99716150.0779867,96710854.5336319,113506988.619862,149160399.976677,224874522.059524,266225943.930893,778516788.469021,931484217.816368,1098056813.55389,1105188679.68095,1410589440.40404,1564582340.50324,1508327384.50992,1462129473.54674,1414074115.95288,1277175964.42397,1245105871.7228,1395169195.50868,1450580771.71245,1412658204.51838,1388273931.85395,1492796218.32612,1479117309.79438,1504579027.42374
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2506303955,2526193604,2768169189,3671261963,4372491699,5070108398,4668909668,4341056641,4114147949,3839024902,4172761719,5141358398,5759801270,6387636230,5568719727,6773122236.62455,6891364594.1767,7978348004.09654,7284907934.78524,4148438984.00125,4794655248.89311,4319043066.44148,3991027127.068,4236760893.19551,4816444915.83566,5120657542.46751,5384609627.45087,6134107943.23151,7721669639.81457,9094683582.68995,9470052385.13178,10285441104.4263,11945214337.7971,13269362770.0897,11766845174.6334,12026060391.5078,12857522696.0118,12561160242.5309,14222576351.6121,16866352082.3876,14600396911.8193,14430722882.1851,13656480311.4349,15955305068.6337,15316416481.3607,14526389992.2792,18953440927.1356,18031952589.5063,19836766104.6099
